{'lat': 26.377696667, 'lng': 127.822431667, 'alt': 37.4, 'datetime': '2018-11-26 13:20:03.291215'}
{'lat': 26.377725, 'lng': 127.822335, 'alt': 31.4, 'datetime': '2018-11-26 13:20:41.291987'}
{'lat': 26.377725, 'lng': 127.82233, 'alt': 31.7, 'datetime': '2018-11-26 13:20:42.019416'}
{'lat': 26.377725, 'lng': 127.82233, 'alt': 31.7, 'datetime': '2018-11-26 13:20:42.313167'}
{'lat': 26.377726667, 'lng': 127.822326667, 'alt': 31.9, 'datetime': '2018-11-26 13:20:43.019042'}
{'lat': 26.377726667, 'lng': 127.822326667, 'alt': 31.9, 'datetime': '2018-11-26 13:20:43.314010'}
{'lat': 26.377728333, 'lng': 127.822325, 'alt': 32.0, 'datetime': '2018-11-26 13:20:44.021543'}
{'lat': 26.377728333, 'lng': 127.822325, 'alt': 32.0, 'datetime': '2018-11-26 13:20:44.793035'}
{'lat': 26.377728333, 'lng': 127.822321667, 'alt': 32.1, 'datetime': '2018-11-26 13:20:44.987781'}
{'lat': 26.377728333, 'lng': 127.822321667, 'alt': 32.1, 'datetime': '2018-11-26 13:20:45.265078'}
{'lat': 26.377731667, 'lng': 127.822321667, 'alt': 32.2, 'datetime': '2018-11-26 13:20:45.989740'}
{'lat': 26.377731667, 'lng': 127.822321667, 'alt': 32.2, 'datetime': '2018-11-26 13:20:46.271208'}
{'lat': 26.377733333, 'lng': 127.822318333, 'alt': 32.4, 'datetime': '2018-11-26 13:20:46.996018'}
{'lat': 26.377733333, 'lng': 127.822318333, 'alt': 32.4, 'datetime': '2018-11-26 13:20:47.289599'}
{'lat': 26.377735, 'lng': 127.822316667, 'alt': 32.8, 'datetime': '2018-11-26 13:20:47.995165'}
{'lat': 26.377735, 'lng': 127.822316667, 'alt': 32.8, 'datetime': '2018-11-26 13:20:48.290151'}
{'lat': 26.377738333, 'lng': 127.822315, 'alt': 33.0, 'datetime': '2018-11-26 13:20:48.995709'}
{'lat': 26.377738333, 'lng': 127.822315, 'alt': 33.0, 'datetime': '2018-11-26 13:20:49.761382'}
{'lat': 26.377741667, 'lng': 127.822311667, 'alt': 33.2, 'datetime': '2018-11-26 13:20:49.987087'}
{'lat': 26.377741667, 'lng': 127.822311667, 'alt': 33.2, 'datetime': '2018-11-26 13:20:50.263537'}
{'lat': 26.377743333, 'lng': 127.822308333, 'alt': 33.4, 'datetime': '2018-11-26 13:20:50.982577'}
{'lat': 26.377746667, 'lng': 127.822308333, 'alt': 33.6, 'datetime': '2018-11-26 13:20:51.995995'}
{'lat': 26.377746667, 'lng': 127.822308333, 'alt': 33.6, 'datetime': '2018-11-26 13:20:52.291855'}
{'lat': 26.377748333, 'lng': 127.82231, 'alt': 34.1, 'datetime': '2018-11-26 13:20:52.995350'}
{'lat': 26.377748333, 'lng': 127.82231, 'alt': 34.1, 'datetime': '2018-11-26 13:20:53.287019'}
{'lat': 26.377751667, 'lng': 127.82231, 'alt': 34.2, 'datetime': '2018-11-26 13:20:53.996799'}
{'lat': 26.377751667, 'lng': 127.82231, 'alt': 34.2, 'datetime': '2018-11-26 13:20:54.765528'}
{'lat': 26.377751667, 'lng': 127.82231, 'alt': 33.8, 'datetime': '2018-11-26 13:20:54.996988'}
{'lat': 26.377751667, 'lng': 127.82231, 'alt': 33.8, 'datetime': '2018-11-26 13:20:55.294586'}
{'lat': 26.377751667, 'lng': 127.82231, 'alt': 33.8, 'datetime': '2018-11-26 13:20:55.995936'}
{'lat': 26.377751667, 'lng': 127.82231, 'alt': 33.8, 'datetime': '2018-11-26 13:20:56.291036'}
{'lat': 26.377753333, 'lng': 127.822311667, 'alt': 33.8, 'datetime': '2018-11-26 13:20:56.996265'}
{'lat': 26.377753333, 'lng': 127.822311667, 'alt': 33.8, 'datetime': '2018-11-26 13:20:57.292502'}
{'lat': 26.377755, 'lng': 127.822311667, 'alt': 33.9, 'datetime': '2018-11-26 13:20:57.998105'}
{'lat': 26.377755, 'lng': 127.822311667, 'alt': 33.9, 'datetime': '2018-11-26 13:20:58.293944'}
{'lat': 26.377756667, 'lng': 127.82231, 'alt': 33.9, 'datetime': '2018-11-26 13:20:58.998632'}
{'lat': 26.377756667, 'lng': 127.82231, 'alt': 33.9, 'datetime': '2018-11-26 13:20:59.770468'}
{'lat': 26.377756667, 'lng': 127.822308333, 'alt': 33.9, 'datetime': '2018-11-26 13:20:59.995994'}
{'lat': 26.377756667, 'lng': 127.822308333, 'alt': 33.9, 'datetime': '2018-11-26 13:21:00.292115'}
{'lat': 26.377756667, 'lng': 127.822308333, 'alt': 33.8, 'datetime': '2018-11-26 13:21:00.989588'}
{'lat': 26.377756667, 'lng': 127.822308333, 'alt': 33.8, 'datetime': '2018-11-26 13:21:01.269037'}
{'lat': 26.377756667, 'lng': 127.822308333, 'alt': 33.8, 'datetime': '2018-11-26 13:21:01.986395'}
{'lat': 26.377756667, 'lng': 127.822308333, 'alt': 33.8, 'datetime': '2018-11-26 13:21:02.258843'}
{'lat': 26.377758333, 'lng': 127.822308333, 'alt': 33.9, 'datetime': '2018-11-26 13:21:02.982251'}
{'lat': 26.377758333, 'lng': 127.822306667, 'alt': 33.9, 'datetime': '2018-11-26 13:21:03.980001'}
{'lat': 26.37776, 'lng': 127.822306667, 'alt': 33.9, 'datetime': '2018-11-26 13:21:04.980764'}
{'lat': 26.37776, 'lng': 127.822306667, 'alt': 34.0, 'datetime': '2018-11-26 13:21:05.978028'}
{'lat': 26.377761667, 'lng': 127.822305, 'alt': 34.0, 'datetime': '2018-11-26 13:21:06.979684'}
{'lat': 26.377763333, 'lng': 127.822305, 'alt': 34.0, 'datetime': '2018-11-26 13:21:07.979908'}
{'lat': 26.377763333, 'lng': 127.822305, 'alt': 34.1, 'datetime': '2018-11-26 13:21:08.977616'}
{'lat': 26.377765, 'lng': 127.822303333, 'alt': 34.1, 'datetime': '2018-11-26 13:21:09.978604'}
{'lat': 26.377765, 'lng': 127.822303333, 'alt': 34.1, 'datetime': '2018-11-26 13:21:10.997674'}
{'lat': 26.377766667, 'lng': 127.822301667, 'alt': 34.2, 'datetime': '2018-11-26 13:21:11.979630'}
{'lat': 26.377766667, 'lng': 127.822301667, 'alt': 34.2, 'datetime': '2018-11-26 13:21:12.980814'}
{'lat': 26.377768333, 'lng': 127.822301667, 'alt': 34.3, 'datetime': '2018-11-26 13:21:13.979768'}
{'lat': 26.37777, 'lng': 127.8223, 'alt': 34.3, 'datetime': '2018-11-26 13:21:14.979383'}
{'lat': 26.37777, 'lng': 127.8223, 'alt': 34.3, 'datetime': '2018-11-26 13:21:15.977214'}
{'lat': 26.377591667, 'lng': 127.822235, 'alt': 36.8, 'datetime': '2018-11-26 13:21:51.980536'}
{'lat': 26.377591667, 'lng': 127.822235, 'alt': 36.8, 'datetime': '2018-11-26 13:21:52.252610'}
{'lat': 26.377686667, 'lng': 127.82236, 'alt': 33.8, 'datetime': '2018-11-26 13:21:52.990884'}
{'lat': 26.377686667, 'lng': 127.82236, 'alt': 33.8, 'datetime': '2018-11-26 13:21:53.281777'}
{'lat': 26.377716667, 'lng': 127.822383333, 'alt': 33.6, 'datetime': '2018-11-26 13:21:53.991308'}
{'lat': 26.377716667, 'lng': 127.822383333, 'alt': 33.6, 'datetime': '2018-11-26 13:21:54.754281'}
{'lat': 26.377745, 'lng': 127.822423333, 'alt': 32.8, 'datetime': '2018-11-26 13:21:54.994937'}
{'lat': 26.377745, 'lng': 127.822423333, 'alt': 32.8, 'datetime': '2018-11-26 13:21:55.289656'}
{'lat': 26.377745, 'lng': 127.822418333, 'alt': 33.6, 'datetime': '2018-11-26 13:21:55.992815'}
{'lat': 26.377745, 'lng': 127.822418333, 'alt': 33.6, 'datetime': '2018-11-26 13:21:56.284172'}
{'lat': 26.377745, 'lng': 127.822418333, 'alt': 33.7, 'datetime': '2018-11-26 13:21:56.979714'}
{'lat': 26.377745, 'lng': 127.82242, 'alt': 33.8, 'datetime': '2018-11-26 13:21:57.981050'}
{'lat': 26.377745, 'lng': 127.82242, 'alt': 34.0, 'datetime': '2018-11-26 13:21:58.980025'}
{'lat': 26.377748333, 'lng': 127.822423333, 'alt': 34.5, 'datetime': '2018-11-26 13:21:59.995544'}
{'lat': 26.377748333, 'lng': 127.822423333, 'alt': 34.5, 'datetime': '2018-11-26 13:22:00.282280'}
{'lat': 26.377755, 'lng': 127.822425, 'alt': 35.6, 'datetime': '2018-11-26 13:22:00.995556'}
{'lat': 26.377755, 'lng': 127.822425, 'alt': 35.6, 'datetime': '2018-11-26 13:22:01.291545'}
{'lat': 26.377763333, 'lng': 127.822426667, 'alt': 36.6, 'datetime': '2018-11-26 13:22:02.014768'}
{'lat': 26.377763333, 'lng': 127.822426667, 'alt': 36.6, 'datetime': '2018-11-26 13:22:02.310774'}
{'lat': 26.377766667, 'lng': 127.822433333, 'alt': 37.2, 'datetime': '2018-11-26 13:22:02.995528'}
{'lat': 26.377766667, '
